no	term	description	keywords	aliases	topic	figure_id	source_id	source_title	source_authority	source_version	source_page_or_section	effective_date	reviewed_at	reviewer	approval_status
75	Khi nào hai mẫu có khoảng cách di truyền gần được coi là có quan hệ huyết thống?	Biểu đồ luống giúp xác định ngưỡng khoảng cách di truyền gần tương ứng với quan hệ huyết thống gần. Người dùng có thể sử dụng thông tin này để đưa ra quyết định đối sánh chính xác hơn. Biểu đồ đóng vai trò then chốt trong việc nâng cao tỷ lệ thành công của hệ thống giám định.	ridge plot, khoảng cách di truyền, genetic distance, bazơ, HV1, STR, locus, phân phối, mẫu		figure_faq	ridge2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
76	Biểu đồ tán xạ (Scatter Plot) thể hiện kết quả phân tích thành phần chính (PCA) của các cá thể nào?	Biểu đồ tán xạ (Scatter Plot) thể hiện kết quả PCA của các cá thể, gom nhóm những cá thể có đặc điểm gen giống nhau trên không gian 2D. Nó giúp người dùng quan sát rõ các cụm (cluster) di truyền. Trong hệ thống giám định, biểu đồ này hỗ trợ xác định nguồn gốc di truyền của mẫu hài cốt.	scatter plot, PCA, thành phần chính, 2D, 3D, cluster, gom nhóm, cá thể, phân tích		figure_faq	scatter1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
77	Các cụm (cluster) trên biểu đồ PCA phản ánh điều gì về quan hệ di truyền giữa các cá thể?	Biểu đồ tán xạ PCA cho thấy các cụm (cluster) phản ánh mức độ gần gũi di truyền giữa các cá thể, với những điểm gần nhau thường có nguồn gốc tổ tiên tương đồng. Người dùng có thể dễ dàng nhận diện cụm Việt Nam và các nhóm khác. Đây là công cụ quan trọng để đánh giá cấu trúc di truyền trong cơ sở dữ liệu.	scatter plot, PCA, thành phần chính, 2D, 3D, cluster, gom nhóm, cá thể, phân tích		figure_faq	scatter1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
78	Cá thể nào trong biểu đồ nằm xa các cụm chính và có ý nghĩa phân tích gì?	Biểu đồ tán xạ PCA làm nổi bật các cá thể nằm xa các cụm chính, giúp người dùng phát hiện outlier hoặc mẫu có nguồn gốc di truyền đặc biệt. Thông tin này hỗ trợ kiểm tra và xử lý mẫu nghi vấn. Trong giám định hài cốt liệt sĩ, biểu đồ này nâng cao độ chính xác của phân tích.	scatter plot, PCA, thành phần chính, 2D, 3D, cluster, gom nhóm, cá thể, phân tích		figure_faq	scatter1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
79	PCA (Principal Component Analysis) biểu diễn dữ liệu phức tạp lên không gian 2D/3D như thế nào?	Biểu đồ tán xạ PCA minh họa cách giảm chiều dữ liệu phức tạp xuống không gian 2D/3D để dễ quan sát mối quan hệ di truyền. Người dùng có thể hiểu rõ cơ sở toán học đằng sau việc gom nhóm các cá thể. Đây là công cụ cốt lõi trong phân tích di truyền quần thể.	scatter plot, PCA, thành phần chính, 2D, 3D, cluster, gom nhóm, cá thể, phân tích		figure_faq	scatter1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
80	Làm thế nào để xác định mẫu hài cốt thuộc nhóm quần thể nào qua biểu đồ scatter PCA?	Biểu đồ tán xạ PCA cho phép người dùng xác định mẫu hài cốt thuộc nhóm quần thể nào bằng cách quan sát vị trí của nó so với các cụm hiện có. Thông tin này hỗ trợ chọn quần thể tham chiếu phù hợp nhất. Biểu đồ đóng vai trò quan trọng trong quy trình giám định ADN.	scatter plot, PCA, thành phần chính, 2D, 3D, cluster, gom nhóm, cá thể, phân tích		figure_faq	scatter1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
81	Biểu đồ tán xạ thể hiện mối quan hệ giữa chỉ số LR và độ tin cậy kết quả giám định như thế nào?	Biểu đồ tán xạ thể hiện mối quan hệ giữa chỉ số LR (Likelihood Ratio) và độ tin cậy kết quả giám định ADN, giúp phân loại mẫu thành đạt, trung bình hoặc không xác định. Nó cung cấp cái nhìn trực quan về mức độ thuyết phục của kết quả đối sánh. Trong hệ thống giám định hài cốt liệt sĩ, biểu đồ này hỗ trợ ra quyết định nhanh chóng và chính xác.	scatter plot, LR, Likelihood Ratio, huyết thống, độ tin cậy, giám định, xác suất		figure_faq	scatter2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
82	Mẫu nào có chỉ số LR cao và độ tin cậy cao trong biểu đồ?	Biểu đồ tán xạ làm nổi bật các mẫu có chỉ số LR cao và nằm trong vùng độ tin cậy cao, giúp người dùng ưu tiên xác nhận danh tính. Thông tin này phản ánh những trường hợp có bằng chứng huyết thống mạnh. Biểu đồ hỗ trợ tối ưu hóa quy trình xử lý mẫu.	scatter plot, LR, Likelihood Ratio, huyết thống, độ tin cậy, giám định, xác suất		figure_faq	scatter2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
83	Mẫu nào nằm trong vùng không xác định (ambiguous) và cần xử lý thêm?	Biểu đồ tán xạ cảnh báo rõ các mẫu nằm trong vùng không xác định (ambiguous), hướng dẫn người dùng thực hiện các bước xử lý bổ sung. Việc phát hiện sớm giúp tránh kết quả sai lệch. Đây là công cụ quan trọng để nâng cao độ tin cậy tổng thể của hệ thống.	scatter plot, LR, Likelihood Ratio, huyết thống, độ tin cậy, giám định, xác suất		figure_faq	scatter2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
84	Hệ số LR (Likelihood Ratio) đo lường xác suất huyết thống so với giả thuyết ngẫu nhiên như thế nào?	Biểu đồ tán xạ giải thích rõ hệ số LR đo lường xác suất huyết thống so với giả thuyết ngẫu nhiên, giúp người dùng hiểu cơ sở thống kê của kết quả giám định. Thông tin này hỗ trợ giải thích kết quả cho thân nhân. Biểu đồ đóng vai trò then chốt trong việc xây dựng lòng tin vào hệ thống.	scatter plot, LR, Likelihood Ratio, huyết thống, độ tin cậy, giám định, xác suất		figure_faq	scatter2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
85	Khi nào kết quả LR được coi là bằng chứng mạnh cho quan hệ huyết thống?	Biểu đồ tán xạ hướng dẫn người dùng nhận diện ngưỡng LR đủ mạnh để coi là bằng chứng huyết thống thuyết phục. Việc hiểu rõ ngưỡng này giúp đưa ra quyết định chính xác trong giám định. Biểu đồ hỗ trợ cả nhà phân tích và quản lý hệ thống.	scatter plot, LR, Likelihood Ratio, huyết thống, độ tin cậy, giám định, xác suất		figure_faq	scatter2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	scatter2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
86	Biểu đồ bán tròn thể hiện tỷ lệ phân bố các dân tộc nào trong cơ sở dữ liệu thân nhân?	Biểu đồ bán tròn (gauge) thể hiện tỷ lệ phân bố các dân tộc trong cơ sở dữ liệu mẫu thân nhân của hệ thống giám định ADN. Nó giúp người dùng đánh giá tính đại diện dân tộc của dữ liệu hiện có. Trong giám định hài cốt liệt sĩ, biểu đồ này hỗ trợ phát hiện sự mất cân bằng và lập kế hoạch thu thập bổ sung.	semipie, bán tròn, dân tộc, phân bố, phần trăm, cơ sở dữ liệu, thân nhân, Việt Nam		figure_faq	semipie1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	semipie1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
87	Dân tộc nào chiếm tỷ lệ lớn nhất và giá trị cụ thể bao nhiêu phần trăm?	Biểu đồ bán tròn làm nổi bật dân tộc chiếm tỷ lệ lớn nhất trong cơ sở dữ liệu thân nhân, giúp người dùng nhận diện nhóm dân tộc được đại diện tốt nhất. Thông tin này hỗ trợ đánh giá tính công bằng của hệ thống. Biểu đồ đóng vai trò quan trọng trong việc đảm bảo kết quả giám định khách quan.	semipie, bán tròn, dân tộc, phân bố, phần trăm, cơ sở dữ liệu, thân nhân, Việt Nam		figure_faq	semipie1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	semipie1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
88	Dữ liệu phân bố dân tộc ảnh hưởng như thế nào đến kết quả giám định huyết thống?	Biểu đồ bán tròn giải thích rõ phân bố dân tộc ảnh hưởng trực tiếp đến tần số alen và độ tin cậy của kết quả giám định huyết thống. Khi một dân tộc chiếm ưu thế, hệ thống có thể thiên vị nếu không được cân bằng. Đây là công cụ quan trọng để quản lý dữ liệu tham chiếu.	semipie, bán tròn, dân tộc, phân bố, phần trăm, cơ sở dữ liệu, thân nhân, Việt Nam		figure_faq	semipie1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	semipie1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
89	Tỷ lệ dân tộc trong cơ sở dữ liệu có ảnh hưởng đến tần số alen và chỉ số FST không?	Biểu đồ bán tròn giúp người dùng hiểu rõ tỷ lệ dân tộc ảnh hưởng đến tần số alen và chỉ số FST trong phân tích di truyền. Việc theo dõi phân bố này hỗ trợ điều chỉnh cơ sở dữ liệu cho cân bằng hơn. Biểu đồ đóng góp vào việc nâng cao độ chính xác tổng thể của hệ thống.	semipie, bán tròn, dân tộc, phân bố, phần trăm, cơ sở dữ liệu, thân nhân, Việt Nam		figure_faq	semipie1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	semipie1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
90	Làm thế nào để cân bằng cơ sở dữ liệu thân nhân giữa các dân tộc để kết quả giám định khách quan?	Biểu đồ bán tròn hỗ trợ lập kế hoạch thu thập mẫu thân nhân để cân bằng tỷ lệ giữa các dân tộc, từ đó nâng cao tính khách quan của kết quả giám định. Người dùng có thể sử dụng thông tin này để ưu tiên các nhóm dân tộc đang thiếu. Đây là công cụ chiến lược quan trọng cho quản trị hệ thống.	semipie, bán tròn, dân tộc, phân bố, phần trăm, cơ sở dữ liệu, thân nhân, Việt Nam		figure_faq	semipie1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	semipie1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
91	Biểu đồ cây phả hệ (UPGMA Dendrogram) thể hiện quan hệ họ hàng di truyền giữa những cá thể nào?	Biểu đồ cây UPGMA Dendrogram thể hiện quan hệ họ hàng hoặc khoảng cách di truyền giữa các quần thể dưới dạng cây phân cấp. Các nhánh càng gần nhau thì quan hệ di truyền càng gần. Trong hệ thống giám định, biểu đồ này hỗ trợ hiểu rõ cấu trúc di truyền tổng thể của các quần thể tham chiếu.	UPGMA, dendrogram, cây phân cấp, phả hệ, quan hệ họ hàng, nhánh, khoảng cách di truyền		figure_faq	tree1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	tree1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
92	Nhánh nào trên cây có khoảng cách di truyền gần nhất và biểu thị quan hệ gần nhất?	Biểu đồ cây UPGMA Dendrogram làm nổi bật nhánh có khoảng cách di truyền gần nhất, giúp người dùng nhận diện các quần thể có nguồn gốc chung gần. Thông tin này hỗ trợ chọn quần thể tham chiếu phù hợp khi đối sánh mẫu hài cốt. Biểu đồ đóng vai trò quan trọng trong phân tích di truyền quần thể.	UPGMA, dendrogram, cây phân cấp, phả hệ, quan hệ họ hàng, nhánh, khoảng cách di truyền		figure_faq	tree1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	tree1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
93	Các cụm (cluster) trên cây phả hệ được xác định dựa trên tiêu chí nào?	Biểu đồ cây UPGMA Dendrogram xác định các cụm dựa trên khoảng cách di truyền, với nhánh gần nhau tạo thành cluster có quan hệ gần. Người dùng có thể dễ dàng quan sát cách các quần thể được gom nhóm. Đây là công cụ trực quan hỗ trợ hiểu rõ cấu trúc di truyền.	UPGMA, dendrogram, cây phân cấp, phả hệ, quan hệ họ hàng, nhánh, khoảng cách di truyền		figure_faq	tree1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	tree1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
94	Biểu đồ cây UPGMA Dendrogram thể hiện quan hệ họ hàng dưới dạng cây phân cấp như thế nào?	Biểu đồ cây UPGMA Dendrogram thể hiện quan hệ họ hàng di truyền dưới dạng cây phân cấp rõ ràng, với chiều dài nhánh phản ánh mức độ khác biệt. Người dùng có thể theo dõi từ root đến các nhánh con để hiểu mối quan hệ. Trong giám định hài cốt liệt sĩ, biểu đồ này hỗ trợ phân tích nguồn gốc di truyền.	UPGMA, dendrogram, cây phân cấp, phả hệ, quan hệ họ hàng, nhánh, khoảng cách di truyền		figure_faq	tree1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	tree1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
95	Các nhánh càng gần nhau thì quan hệ huyết thống càng như thế nào?	Biểu đồ cây UPGMA Dendrogram giải thích rõ các nhánh càng gần nhau thì quan hệ huyết thống càng gần, giúp người dùng hiểu trực quan về mức độ tương đồng di truyền. Thông tin này hỗ trợ quyết định đối sánh mẫu hài cốt. Biểu đồ đóng vai trò then chốt trong phân tích di truyền.	UPGMA, dendrogram, cây phân cấp, phả hệ, quan hệ họ hàng, nhánh, khoảng cách di truyền		figure_faq	tree1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	tree1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
96	Biểu đồ mạng thể hiện kết nối di truyền giữa các cá thể nào trong cùng dòng họ?	Biểu đồ mạng thể hiện kết nối di truyền giữa các cá thể trong cùng dòng họ, giúp xác định cụm gia đình lớn và các điểm lẻ. Các node và edge minh họa mối quan hệ rõ ràng. Trong hệ thống giám định, biểu đồ này hỗ trợ quản lý cây phả hệ và thu thập mẫu thân nhân bổ sung.	network, mạng, kết nối, di truyền, dòng họ, node, edge, cụm, gia đình, thân nhân		figure_faq	network1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
97	Nút (node) nào trong mạng có số kết nối (degree) cao nhất và mang ý nghĩa gì?	Biểu đồ mạng làm nổi bật node có số kết nối cao nhất, thường đại diện cho cá thể trung tâm trong cụm gia đình. Thông tin này giúp người dùng tập trung xử lý các điểm quan trọng. Biểu đồ hỗ trợ quản lý và tối ưu hóa quy trình thu thập mẫu.	network, mạng, kết nối, di truyền, dòng họ, node, edge, cụm, gia đình, thân nhân		figure_faq	network1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
98	Các cạnh (edge) màu sắc khác nhau trong mạng thể hiện loại quan hệ di truyền nào?	Biểu đồ mạng sử dụng màu sắc cạnh để thể hiện loại quan hệ di truyền khác nhau giữa các cá thể trong dòng họ. Người dùng có thể dễ dàng nhận diện mức độ gần gũi. Đây là công cụ trực quan quan trọng cho quản lý cây phả hệ.	network, mạng, kết nối, di truyền, dòng họ, node, edge, cụm, gia đình, thân nhân		figure_faq	network1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
99	Network graph giúp người quản lý thấy các cụm gia đình lớn như thế nào?	Biểu đồ mạng giúp người quản lý quan sát rõ các cụm gia đình lớn thông qua mật độ node và edge. Việc phát hiện cụm lớn hỗ trợ xử lý hàng loạt mẫu cùng lúc. Biểu đồ đóng góp trực tiếp vào hiệu quả vận hành hệ thống giám định.	network, mạng, kết nối, di truyền, dòng họ, node, edge, cụm, gia đình, thân nhân		figure_faq	network1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
100	Làm thế nào để phát hiện điểm lẻ trong mạng kết nối di truyền để thu thập thêm mẫu thân nhân?	Biểu đồ mạng giúp phát hiện các điểm lẻ (node có kết nối ít hoặc không có) để ưu tiên thu thập thêm mẫu thân nhân. Việc bổ sung dữ liệu cho điểm lẻ sẽ nâng cao tỷ lệ đối sánh tổng thể. Đây là công cụ thực tiễn quan trọng trong quản lý cây phả hệ.	network, mạng, kết nối, di truyền, dòng họ, node, edge, cụm, gia đình, thân nhân		figure_faq	network1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
101	Biểu đồ mạng thể hiện quan hệ giữa các Haplogroup nào và phân bố địa lý ra sao?	Biểu đồ mạng thể hiện quan hệ giữa các Haplogroup và phân bố địa lý tại Việt Nam (Phylogeography), giúp xác định nguồn gốc địa lý hoặc dân tộc của mẫu. Các node và edge minh họa mối quan hệ đột biến chung. Trong hệ thống giám định, biểu đồ này hỗ trợ phân tích nguồn gốc di truyền của hài cốt liệt sĩ.	network, Haplogroup, Phylogeography, phân bố địa lý, bản đồ, M, B, Việt Nam, kết nối, node		figure_faq	network2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
102	Haplogroup nào là nút trung tâm trong mạng và có bao nhiêu kết nối?	Biểu đồ mạng làm nổi bật Haplogroup là nút trung tâm với số kết nối cao, giúp người dùng hiểu rõ vai trò của nó trong cấu trúc phylogeography. Thông tin này hỗ trợ đánh giá tính phổ biến của Haplogroup. Biểu đồ đóng vai trò quan trọng trong nghiên cứu nguồn gốc di truyền.	network, Haplogroup, Phylogeography, phân bố địa lý, bản đồ, M, B, Việt Nam, kết nối, node		figure_faq	network2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
103	Các cạnh trong mạng phản ánh mối quan hệ đột biến chung giữa các Haplogroup như thế nào?	Biểu đồ mạng sử dụng cạnh để thể hiện mối quan hệ đột biến chung giữa các Haplogroup, giúp người dùng theo dõi dòng chảy di truyền. Thông tin này hỗ trợ xây dựng cây phả hệ Haplogroup. Trong giám định hài cốt liệt sĩ, biểu đồ này hỗ trợ xác định nguồn gốc địa lý.	network, Haplogroup, Phylogeography, phân bố địa lý, bản đồ, M, B, Việt Nam, kết nối, node		figure_faq	network2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
104	Phylogeography (phân bố địa lý của Haplogroup) giúp xác định nguồn gốc địa lý của mẫu hài cốt như thế nào?	Biểu đồ mạng phylogeography giúp xác định nguồn gốc địa lý của mẫu hài cốt thông qua vị trí và kết nối của Haplogroup. Người dùng có thể theo dõi mối quan hệ với các vùng miền Việt Nam. Đây là công cụ quan trọng để nâng cao độ chính xác của phân tích di truyền.	network, Haplogroup, Phylogeography, phân bố địa lý, bản đồ, M, B, Việt Nam, kết nối, node		figure_faq	network2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
105	Haplogroup M và Haplogroup B phân bố chủ yếu ở vùng nào tại Việt Nam?	Biểu đồ mạng phylogeography cho thấy phân bố chính của Haplogroup M và Haplogroup B tại Việt Nam, giúp người dùng hiểu rõ đặc trưng địa lý của hai macro-haplogroup phổ biến. Thông tin này hỗ trợ so sánh với mẫu hài cốt. Biểu đồ đóng góp vào việc xây dựng cơ sở dữ liệu tham chiếu đa dạng.	network, Haplogroup, Phylogeography, phân bố địa lý, bản đồ, M, B, Việt Nam, kết nối, node		figure_faq	network2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	network2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
